results.Hugo_Symbol	results.sarek	results.tcga	results.pval	results.or	results.ci.up	results.ci.low	results.adjPval	SampleSummary.Cohort	SampleSummary.SampleSize
1103	MINK1	3	10	0.0704367379914276	0.256791659264199	1.09315449878391	0.0423761697045573	0.129968778472031	sarek	48
1104	MUC2	3	10	0.0704367379914276	0.256791659264199	1.09315449878391	0.0423761697045573	0.129968778472031	tcga	48
1105	N4BP2	3	10	0.0704367379914276	0.256791659264199	1.09315449878391	0.0423761697045573	0.129968778472031	sarek	48
1106	PDZD2	3	10	0.0704367379914276	0.256791659264199	1.09315449878391	0.0423761697045573	0.129968778472031	tcga	48
1107	STAB1	3	10	0.0704367379914276	0.256791659264199	1.09315449878391	0.0423761697045573	0.129968778472031	sarek	48
1108	TENM4	3	10	0.0704367379914276	0.256791659264199	1.09315449878391	0.0423761697045573	0.129968778472031	tcga	48
1109	TPO	3	10	0.0704367379914276	0.256791659264199	1.09315449878391	0.0423761697045573	0.129968778472031	sarek	48
1110	VPS13B	3	10	0.0704367379914276	0.256791659264199	1.09315449878391	0.0423761697045573	0.129968778472031	tcga	48
1111	VPS13D	3	10	0.0704367379914276	0.256791659264199	1.09315449878391	0.0423761697045573	0.129968778472031	sarek	48
1112	UNC80	7	15	0.0877897104942244	0.379468182250547	1.12907346890741	0.116426922880523	0.161343592023189	tcga	48
1113	BOD1L1	4	11	0.0893386638430058	0.309471894753554	1.15601394402868	0.0662513032917057	0.161343592023189	sarek	48
1114	CACNA1E	4	11	0.0893386638430058	0.309471894753554	1.15601394402868	0.0662513032917057	0.161343592023189	tcga	48
1115	FBN3	4	11	0.0893386638430058	0.309471894753554	1.15601394402868	0.0662513032917057	0.161343592023189	sarek	48
1116	UBR4	4	11	0.0893386638430058	0.309471894753554	1.15601394402868	0.0662513032917057	0.161343592023189	tcga	48
1117	ACIN1	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1118	ADAMTSL1	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1119	ADGRB2	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1120	ALPK3	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1121	ANKRD11	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1122	ANO1	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1123	ATP8B2	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1124	BRDT	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1125	C3	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1126	CABIN1	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1127	CACNA1F	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1128	CARNS1	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1129	COL4A1	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1130	DNAJC11	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1131	FLT3	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1132	GRM6	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1133	HIVEP1	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1134	ICE1	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1135	IVL	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1136	KIAA1549L	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1137	MTOR	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1138	MYH6	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1139	NFRKB	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1140	NLRP6	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1141	NOS1	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1142	PCDHAC2	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1143	PHRF1	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1144	PRUNE2	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1145	RAD54L2	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1146	RERE	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1147	ROBO3	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1148	RYR2	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1149	SERPINA1	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1150	SIPA1L3	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1151	SRPK2	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1152	STRIP1	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1153	TASOR2	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1154	ZBTB38	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	tcga	48
1155	ZHX2	2	8	0.0909033408716018	0.22056917562005	1.19420357368164	0.0216193759185749	0.161343592023189	sarek	48
1156	DNAH17	8	16	0.0978110679630537	0.40386121029753	1.15237186786565	0.131728399793875	0.173453883498495	tcga	48
1157	DNAH1	5	12	0.106865155438717	0.352626444683609	1.20127894303665	0.088680999338832	0.178220769846496	sarek	48
1158	MPDZ	5	12	0.106865155438717	0.352626444683609	1.20127894303665	0.088680999338832	0.178220769846496	tcga	48
1159	NEB	9	17	0.106936933238659	0.424662902718823	1.17103745886896	0.145285035144816	0.178220769846496	sarek	48
1160	ABCF1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1161	ABCG2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1162	AGRN	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1163	AKAP17A	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1164	APBA2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1165	APOBR	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1166	ARAP2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1167	ARHGAP9	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1168	ARHGEF26	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1169	ASXL1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1170	ATAD3A	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1171	ATP4A	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1172	ATRNL1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1173	BAZ2A	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1174	BNC2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1175	CACHD1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1176	CADPS	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1177	CATSPERG	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1178	CCPG1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1179	CEP104	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1180	CEP170B	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1181	CEP295	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1182	CFAP77	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1183	CHL1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1184	CNGB1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1185	COL9A1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1186	COQ9	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1187	CPXM2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1188	CSF1R	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1189	CUL7	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1190	CYP2A13	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1191	DAB2IP	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1192	DDC	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1193	DLGAP3	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1194	EFCAB5	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1195	ERCC2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1196	F12	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1197	FAM135A	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1198	FCGR2B	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1199	FCGR3B	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1200	GBP7	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1201	GEMIN5	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1202	GLIS3	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1203	GOLGA6B	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1204	GPATCH8	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1205	GRK6	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1206	HCFC1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1207	HDAC6	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1208	IGF2BP1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1209	IGSF22	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1210	IL12RB1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1211	IPO13	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1212	ITIH5	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1213	ITPRID1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1214	JAG1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1215	JHY	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1216	KCNQ5	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1217	KCP	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1218	KIAA1217	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1219	KRBA1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1220	KRTAP5-5	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1221	LCN12	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1222	LRP8	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1223	LZTS2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1224	MAN2A2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1225	MCM9	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1226	MESD	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1227	METAP2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1228	MICAL2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1229	MLH3	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1230	MYEOV	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1231	MYO16	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1232	MYO3A	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1233	MYOM2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1234	NCAN	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1235	NDC1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1236	NEURL4	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1237	NLRC5	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1238	NOTCH2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1239	NT5C2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1240	NTRK3	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1241	NUTM2A	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1242	PAK1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1243	PARD3	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1244	PCDHA8	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1245	POGZ	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1246	POLR1G	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1247	POTEH	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1248	PRB1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1249	PTPRD	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1250	PTPRG	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1251	PXDN	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1252	PYGB	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1253	SARDH	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1254	SCUBE2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1255	SEC16A	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1256	SHANK3	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1257	SIPA1L2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1258	SLC34A1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1259	SLC4A2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1260	SMTN	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1261	SPTBN2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1262	SRP68	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1263	SSTR3	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1264	STAT5B	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1265	STK10	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1266	STK11IP	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1267	SYNDIG1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1268	TBC1D2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1269	TECTA	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1270	THRAP3	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1271	TRIOBP	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1272	TRPM2	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1273	TTLL5	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1274	VAV1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1275	VCPIP1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1276	WSCD1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1277	ZEB1	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1278	ZNF574	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	tcga	48
1279	ZNF711	1	6	0.111192372992033	0.151445524689915	1.32645315144769	0.00317691532999946	0.178220769846496	sarek	48
1280	CAMTA1	3	9	0.120189805766437	0.292469338176322	1.27966118883214	0.0476058542964117	0.190261854688182	tcga	48
1281	DLC1	3	9	0.120189805766437	0.292469338176322	1.27966118883214	0.0476058542964117	0.190261854688182	sarek	48
1282	DSP	3	9	0.120189805766437	0.292469338176322	1.27966118883214	0.0476058542964117	0.190261854688182	tcga	48
1283	EYS	3	9	0.120189805766437	0.292469338176322	1.27966118883214	0.0476058542964117	0.190261854688182	sarek	48
1284	HERC2	3	9	0.120189805766437	0.292469338176322	1.27966118883214	0.0476058542964117	0.190261854688182	tcga	48
1285	OTOG	3	9	0.120189805766437	0.292469338176322	1.27966118883214	0.0476058542964117	0.190261854688182	sarek	48
1286	PEG3	3	9	0.120189805766437	0.292469338176322	1.27966118883214	0.0476058542964117	0.190261854688182	tcga	48
1287	PHIP	3	9	0.120189805766437	0.292469338176322	1.27966118883214	0.0476058542964117	0.190261854688182	sarek	48
1288	POLE	3	9	0.120189805766437	0.292469338176322	1.27966118883214	0.0476058542964117	0.190261854688182	tcga	48
1289	POLR1A	3	9	0.120189805766437	0.292469338176322	1.27966118883214	0.0476058542964117	0.190261854688182	sarek	48
1290	PTPRS	3	9	0.120189805766437	0.292469338176322	1.27966118883214	0.0476058542964117	0.190261854688182	tcga	48
1291	SCN5A	3	9	0.120189805766437	0.292469338176322	1.27966118883214	0.0476058542964117	0.190261854688182	sarek	48
1292	TENM2	3	9	0.120189805766437	0.292469338176322	1.27966118883214	0.0476058542964117	0.190261854688182	tcga	48
1293	TP53BP1	3	9	0.120189805766437	0.292469338176322	1.27966118883214	0.0476058542964117	0.190261854688182	sarek	48
1294	UBR1	3	9	0.120189805766437	0.292469338176322	1.27966118883214	0.0476058542964117	0.190261854688182	tcga	48
1295	ZAN	3	9	0.120189805766437	0.292469338176322	1.27966118883214	0.0476058542964117	0.190261854688182	sarek	48
1296	EPHA2	6	13	0.122892115644725	0.388437762255029	1.23476378958272	0.109127075056466	0.194389534777536	tcga	48
1297	ARID1B	4	10	0.14641506739483	0.349196416617034	1.3348781800835	0.0738300451062385	0.230707831021831	sarek	48
1298	FBN1	4	10	0.14641506739483	0.349196416617034	1.3348781800835	0.0738300451062385	0.230707831021831	tcga	48
1299	KMT2A	4	10	0.14641506739483	0.349196416617034	1.3348781800835	0.0738300451062385	0.230707831021831	sarek	48
1300	USP34	4	10	0.14641506739483	0.349196416617034	1.3348781800835	0.0738300451062385	0.230707831021831	tcga	48
1301	WDFY4	4	10	0.14641506739483	0.349196416617034	1.3348781800835	0.0738300451062385	0.230707831021831	sarek	48
1302	ABCA2	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	tcga	48
1303	ABCC5	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	sarek	48
1304	ADAMTS18	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	tcga	48
1305	AMBRA1	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	sarek	48
1306	ANO2	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	tcga	48
1307	ARHGAP32	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	sarek	48
1308	ASCC3	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	tcga	48
1309	CARD11	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	sarek	48
1310	CHD8	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	tcga	48
1311	CLIP4	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	sarek	48
1312	CNTNAP5	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	tcga	48
1313	CUBN	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	sarek	48
1314	DLG5	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	tcga	48
1315	DOCK3	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	sarek	48
1316	ESPN	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	tcga	48
1317	FILIP1	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	sarek	48
1318	GOLGA6L1	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	tcga	48
1319	GRM1	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	sarek	48
1320	HUWE1	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	tcga	48
1321	IARS1	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	sarek	48
1322	IDH1	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	tcga	48
1323	IFT172	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	sarek	48
1324	IGFN1	7	2	0.158642528757559	3.87551453493099	40.2994502732564	0.685846395708338	0.241080195665675	tcga	48
1325	KRTAP5-7	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	sarek	48
1326	LPIN1	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	tcga	48
1327	MAP3K1	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	sarek	48
1328	MED12L	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	tcga	48
1329	MYO5A	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	sarek	48
1330	NBR1	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	tcga	48
1331	PCNX2	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	sarek	48
1332	PIK3R2	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	tcga	48
1333	PLEKHH1	2	7	0.158642528757559	0.25803025404414	1.45805242435838	0.0248142342691861	0.241080195665675	sarek	48
