results.Hugo_Symbol	results.sarek	results.tcga	results.pval	results.or	results.ci.up	results.ci.low	results.adjPval	SampleSummary.Cohort	SampleSummary.SampleSize
553	MYH10	2	11	0.0143816149649171	0.14887908577201	0.744953091592918	0.015112696148651	0.0524596275410678	sarek	48
554	MYO15B	2	11	0.0143816149649171	0.14887908577201	0.744953091592918	0.015112696148651	0.0524596275410678	tcga	48
555	PLEC	2	11	0.0143816149649171	0.14887908577201	0.744953091592918	0.015112696148651	0.0524596275410678	sarek	48
556	PRKCSH	2	11	0.0143816149649171	0.14887908577201	0.744953091592918	0.015112696148651	0.0524596275410678	tcga	48
557	TMC4	2	11	0.0143816149649171	0.14887908577201	0.744953091592918	0.015112696148651	0.0524596275410678	sarek	48
558	TNRC6B	2	11	0.0143816149649171	0.14887908577201	0.744953091592918	0.015112696148651	0.0524596275410678	tcga	48
559	UNC13A	2	11	0.0143816149649171	0.14887908577201	0.744953091592918	0.015112696148651	0.0524596275410678	sarek	48
560	USP8	2	11	0.0143816149649171	0.14887908577201	0.744953091592918	0.015112696148651	0.0524596275410678	tcga	48
561	UTP3	2	11	0.0143816149649171	0.14887908577201	0.744953091592918	0.015112696148651	0.0524596275410678	sarek	48
562	WDR64	2	11	0.0143816149649171	0.14887908577201	0.744953091592918	0.015112696148651	0.0524596275410678	tcga	48
563	ANKRD30A	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	sarek	48
564	ATP7B	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	tcga	48
565	CACNA1A	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	sarek	48
566	CHD6	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	tcga	48
567	CIZ1	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	sarek	48
568	COL18A1	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	tcga	48
569	COL7A1	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	sarek	48
570	CRYBG2	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	tcga	48
571	DDX27	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	sarek	48
572	DNM2	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	tcga	48
573	DRC7	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	sarek	48
574	DSCAM	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	tcga	48
575	GNPAT	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	sarek	48
576	GOLGA2	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	tcga	48
577	HIVEP2	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	sarek	48
578	HRCT1	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	tcga	48
579	KCNJ12	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	sarek	48
580	MAGI1	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	tcga	48
581	MICALL1	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	sarek	48
582	NBPF3	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	tcga	48
583	NEK8	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	sarek	48
584	PLXNA3	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	tcga	48
585	PTPN14	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	sarek	48
586	SETD2	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	tcga	48
587	SPATA20	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	sarek	48
588	SPTBN1	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	tcga	48
589	TACC2	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	sarek	48
590	TPTE2	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	tcga	48
591	TUBGCP6	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	sarek	48
592	VPS35L	1	9	0.0154330500203995	0.0940608915206951	0.729770086944347	0.0020656588964561	0.0534421495638835	tcga	48
593	DST	6	17	0.0156533955295745	0.264207527851949	0.803934839736392	0.0761021558185196	0.0541137619487822	sarek	48
594	USH2A	4	14	0.0168905462821994	0.22418461248821	0.798601077635711	0.0492497430071553	0.058292289357759	tcga	48
595	CSMD1	3	12	0.0221205852799067	0.203189767455208	0.831086159183652	0.0342021167111727	0.0736397120351711	sarek	48
596	DNAH9	3	12	0.0221205852799067	0.203189767455208	0.831086159183652	0.0342021167111727	0.0736397120351711	tcga	48
597	PCNT	3	12	0.0221205852799067	0.203189767455208	0.831086159183652	0.0342021167111727	0.0736397120351711	sarek	48
598	PTPRF	3	12	0.0221205852799067	0.203189767455208	0.831086159183652	0.0342021167111727	0.0736397120351711	tcga	48
599	SACS	3	12	0.0221205852799067	0.203189767455208	0.831086159183652	0.0342021167111727	0.0736397120351711	sarek	48
600	XIRP2	3	12	0.0221205852799067	0.203189767455208	0.831086159183652	0.0342021167111727	0.0736397120351711	tcga	48
601	RYR1	5	15	0.0221384141618424	0.259405759356444	0.848278978952603	0.0667516685550368	0.0736397120351711	sarek	48
602	ABCC9	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
603	ABHD3	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
604	ACSS1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
605	ADCY2	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
606	ADCY8	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
607	AFF4	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
608	ANKHD1-EIF4EBP3	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
609	ANKRD26	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
610	ANKS3	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
611	APC	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
612	ARHGAP22	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
613	ARIH2	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
614	ARMC4	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
615	ASNSD1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
616	ATAT1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
617	ATF7IP	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
618	ATP1A1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
619	ATXN3	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
620	BAG6	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
621	BICD1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
622	CCAR1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
623	CD99L2	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
624	CDC14C	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
625	CDH19	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
626	CDRT15	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
627	CLOCK	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
628	CLUH	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
629	CNTNAP1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
630	COL15A1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
631	COL6A1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
632	CTAGE9	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
633	DNAI2	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
634	DNAJC1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
635	DUOX1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
636	EIF2A	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
637	EIF4G3	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
638	EVI5L	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
639	EXTL1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
640	FAM136A	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
641	FAM214A	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
642	FAM214B	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
643	FAM227B	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
644	FAM71A	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
645	FLNC	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
646	GOLGA8O	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
647	GPAT2	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
648	GPR32	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
649	GSTA6P	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
650	HEXA	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
651	IGHA1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
652	IGHV3-30	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
653	IGHV4-4	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
654	IGLV2-8	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
655	IGSF1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
656	ITIH6	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
657	JAG2	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
658	KBTBD6	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
659	KIAA0100	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
660	KIAA1671	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
661	KLC2	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
662	KLHL31	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
663	KRTAP5-1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
664	KRTAP5-4	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
665	L2HGDH	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
666	LATS2	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
667	LILRB4	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
668	LONP1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
669	MAMDC4	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
670	MLC1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
671	MLLT1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
672	MMRN1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
673	MON1A	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
674	MT-CO1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
675	MTTP	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
676	MYOCD	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
677	NCAPD3	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
678	NEDD4	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
679	NEIL1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
680	NKPD1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
681	NLK	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
682	NLRP7	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
683	NMU	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
684	NUP188	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
685	NWD1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
686	OAS3	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
687	OR10A5	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
688	OR10G9	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
689	OR2L8	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
690	OR2T34	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
691	PCDHB8	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
692	PHLDB1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
693	PIK3R6	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
694	PLEKHG4B	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
695	POLR3F	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
696	PPARGC1B	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
697	PRAMEF4	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
698	PRAMEF6	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
699	PSME4	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
700	PTK7	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
701	PUM2	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
702	RFPL4A	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
703	RPS15	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
704	RSF1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
705	SASH1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
706	SBNO2	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
707	SCNN1B	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
708	SDHA	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
709	SEC31B	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
710	SF3A3	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
711	SLC37A1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
712	SLC5A9	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
713	SLK	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
714	SOBP	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
715	SPATC1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
716	SREBF1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
717	SUZ12	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
718	TARS2	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
719	TBC1D1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
720	TLN1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
721	TOGARAM1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
722	TONSL	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
723	TRBV6-7	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
724	TRBV7-6	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
725	UHRF1BP1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
726	USP17L22	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
727	VCX	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
728	VPS13C	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
729	VRTN	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
730	WASF2	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
731	YBX1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
732	YTHDC1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
733	YTHDF1	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
734	ZC3H18	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
735	ZNF316	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
736	ZNF541	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	tcga	48
737	ZNF862	0	6	0.0264743745219127	0	0.799463322618477	0	0.0736397120351711	sarek	48
738	CEP290	2	10	0.0273174125864195	0.168021870250746	0.858160436959274	0.0169048889567386	0.07466759440288	tcga	48
739	FRG1	2	10	0.0273174125864195	0.168021870250746	0.858160436959274	0.0169048889567386	0.07466759440288	sarek	48
740	FRY	2	10	0.0273174125864195	0.168021870250746	0.858160436959274	0.0169048889567386	0.07466759440288	tcga	48
741	GZF1	2	10	0.0273174125864195	0.168021870250746	0.858160436959274	0.0169048889567386	0.07466759440288	sarek	48
742	IRX6	2	10	0.0273174125864195	0.168021870250746	0.858160436959274	0.0169048889567386	0.07466759440288	tcga	48
743	MYO18B	2	10	0.0273174125864195	0.168021870250746	0.858160436959274	0.0169048889567386	0.07466759440288	sarek	48
744	NRG2	2	10	0.0273174125864195	0.168021870250746	0.858160436959274	0.0169048889567386	0.07466759440288	tcga	48
745	PLEKHM1	2	10	0.0273174125864195	0.168021870250746	0.858160436959274	0.0169048889567386	0.07466759440288	sarek	48
746	SCAF1	2	10	0.0273174125864195	0.168021870250746	0.858160436959274	0.0169048889567386	0.07466759440288	tcga	48
747	SMARCA4	2	10	0.0273174125864195	0.168021870250746	0.858160436959274	0.0169048889567386	0.07466759440288	sarek	48
748	SPEN	2	10	0.0273174125864195	0.168021870250746	0.858160436959274	0.0169048889567386	0.07466759440288	tcga	48
749	TSHZ3	2	10	0.0273174125864195	0.168021870250746	0.858160436959274	0.0169048889567386	0.07466759440288	sarek	48
750	UNC93A	2	10	0.0273174125864195	0.168021870250746	0.858160436959274	0.0169048889567386	0.07466759440288	tcga	48
751	RNF213	6	16	0.0274297126722135	0.289473289751002	0.888140695796031	0.0829679675598048	0.0748747150173604	sarek	48
752	DNAH2	4	13	0.0303084664546711	0.248264856572213	0.895948825771296	0.0541558516339321	0.078030638143157	tcga	48
753	GCN1	4	13	0.0303084664546711	0.248264856572213	0.895948825771296	0.0541558516339321	0.078030638143157	sarek	48
754	LAMA2	4	13	0.0303084664546711	0.248264856572213	0.895948825771296	0.0541558516339321	0.078030638143157	tcga	48
755	LRP2	4	13	0.0303084664546711	0.248264856572213	0.895948825771296	0.0541558516339321	0.078030638143157	sarek	48
756	PCDH15	4	13	0.0303084664546711	0.248264856572213	0.895948825771296	0.0541558516339321	0.078030638143157	tcga	48
757	ABCC1	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
758	ADGRE2	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
759	ATP11A	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
760	BICRA	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
761	CAPN5	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
762	CD93	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
763	CELSR1	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
764	CES1	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
765	CFAP44	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
766	CHD2	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
767	COPA	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
768	CPLX2	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
769	CREBBP	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
770	DAXX	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
771	DENND4A	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
772	DTD2	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
773	EHBP1L1	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
774	ESPL1	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
775	FMNL1	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
776	FSD2	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
777	GOLGA8K	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
778	HDAC5	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
779	LRCH1	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
780	LRRK1	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
781	LTBP2	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
782	MBD3	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
783	NECTIN1	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
784	NOLC1	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
785	NUP205	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
786	OR2T8	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
787	OTOGL	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
788	PCARE	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
789	PLA2R1	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
790	PRDM2	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
791	PTCHD3	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
792	SETX	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
793	SIPA1L1	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
794	SLC34A2	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
795	SLC46A1	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
796	SLF1	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
797	STYXL2	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
798	TCHH	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
799	TET3	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
800	WDR90	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
801	WNK2	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	sarek	48
802	ZNF417	1	8	0.03052710819064	0.108423066471002	0.866487067662711	0.00235364116133555	0.078030638143157	tcga	48
803	AHDC1	3	11	0.0400454062300665	0.227567383480598	0.947640372165614	0.0379756507275692	0.101224516364533	sarek	48
804	COL6A5	3	11	0.0400454062300665	0.227567383480598	0.947640372165614	0.0379756507275692	0.101224516364533	tcga	48
805	CSMD2	3	11	0.0400454062300665	0.227567383480598	0.947640372165614	0.0379756507275692	0.101224516364533	sarek	48
806	DOCK2	3	11	0.0400454062300665	0.227567383480598	0.947640372165614	0.0379756507275692	0.101224516364533	tcga	48
807	DYSF	3	11	0.0400454062300665	0.227567383480598	0.947640372165614	0.0379756507275692	0.101224516364533	sarek	48
808	NUP210	3	11	0.0400454062300665	0.227567383480598	0.947640372165614	0.0379756507275692	0.101224516364533	tcga	48
809	PIEZO1	3	11	0.0400454062300665	0.227567383480598	0.947640372165614	0.0379756507275692	0.101224516364533	sarek	48
810	PLXNA1	3	11	0.0400454062300665	0.227567383480598	0.947640372165614	0.0379756507275692	0.101224516364533	tcga	48
